Author,Item Barcode,Catalog Title,Item Legacy Total Charges,Item Created Date,Black,Asian,Latinx,Indigenous,White,Pacific Islander/Native Hawaiian,Refugee/Immigrant,Gender Roles,LGBTQ+,Family Structure,Adoption/Foster,Homeless,Socio-Economic,Ability Diverse,Neurodiversity,Mental Illness,Health Concerns,Culture/Religion,Judaism,Islam/Muslim,Hinduism,Own Voices
"YA-MCCORMICK, PATRICIA",45718251,Sold /,85,9/29/2006,,x,,,,,,,,,,,,,,,,,,,,
"YA-MCCORMICK, PATRICIA",49363195,Purple Heart /,43,11/20/2009,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCCORMICK, PATRICIA",53165346,Never fall down /,27,5/24/2012,,x,,,,,,,,,,,,,,,,,,,,
"YA-MCCOY, MARY",57673204,Dead to me /,14,6/9/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCCOY, MARY",70235981,"I, Claudia /",2,5/3/2019,,,,,x,,,,x,,,,,x,,,,,,,,
"YA-MCCULLOUGH, JOY",70150552,Blood water paint /,8,3/1/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGANN, OISIN",55912646,Rat runners /,15,2/17/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGARRY, KATIE",60645983,Only a breath apart /,8,1/31/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGEE, KATHARINE",70281852,American royals /,20,9/10/2019,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-MCGEE, KATHARINE",67211292,The thousandth floor /,0,9/18/2020,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MCGEE, KATHARINE #2",65022899,The dazzling heights /,17,9/6/2017,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MCGHEE, ALISON",65869992,What I leave behind /,8,7/13/2018,x,x,,,x,,,,,,,,,,,x,,,,,,
"YA-MCGINNIS, MINDY",53966958,Not a drop to drink /,57,10/4/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGINNIS, MINDY",55958912,In a handful of dust /,19,9/23/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGINNIS, MINDY",57616351,A madness so discreet /,19,5/16/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGINNIS, MINDY",65936593,The female of the species /,8,12/27/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGINNIS, MINDY",60582194,Heroine /,7,3/18/2019,,,x,,x,,,,,,,,,,,x,,,,,,
"YA-MCGINNIS, MINDY",71706568,Be not far from me /,3,3/7/2020,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MCGINTY, SEAN",57633869,The end of fun /,9,4/8/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCGOVERN, CAMMIE",54826441,Say what you will /,27,6/9/2014,,,,,x,,,,,,,,,x,,,,,,,,
"YA-MCGOVERN, CAMMIE",57738999,A step toward falling /,11,10/15/2015,,,,,x,,,,,,,,,x,,,,,,,,
"YA-MCGOVERN, CAMMIE",70442249,Just breathe /,0,2/14/2020,,,,,x,,,,,,,,,x,,,,,,,,
"YA-MCGOVERN, KATE",57724395,Rules for 50/50 chances /,14,11/20/2015,x,,,,x,,,,,,,,,,,x,x,,,,,
"YA-MCGOVERN, KATE",70243969,Fear of missing out /,4,3/26/2019,,x,,,x,,,,x,,,,,,,,x,,,,,
"YA-MCINNES, NICOLE",57938110,100 days /,29,9/27/2016,,,,,x,,,,,,,,,x,,,x,,,,,
"YA-MCINTOSH, WILL",65869737,The future will be BS free /,8,7/24/2018,x,x,,,x,,,,,,,,,x,,,,,,,,
"YA-MCISAAC, MEAGHAN",56984248,The boys of fire and ash /,21,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCKENZIE, PAIGE #1",57968273,The haunting of Sunshine girl /,6,5/24/2017,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MCKENZIE, PAIGE #1",71700488,B*witch /,6,8/14/2020,x,x,x,,x,,,,x,,,,,x,,,,,,,,
"YA-MCKENZIE, PAIGE #2",57627499,The awakening of sunshine girl /,23,4/20/2016,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MCKENZIE, PAIGE #3",57968281,The sacrifice of Sunshine Girl /,19,5/24/2017,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MCKINNEY, L. L.",70274741,A dream so dark /,2,10/4/2019,x,x,,,,,,,x,,,,,,,,,,,,,x
"YA-MCKINNEY, L. L. #1",70197637,A blade so black /,5,10/26/2018,x,x,,,,,,,x,,,,,,,,,,,,,x
"YA-MCLAUGHLIN, REBECCA",70453311,Nameless queen /,9,1/6/2020,,,,,,,,,,,,,,,,,,,,,,
"YA-MCLEMORE, ANNA-MARIE",57943839,When the moon was ours /,13,10/11/2016,,x,x,,x,,,,x,,,,,,,,,,,,,x
"YA-MCLEMORE, ANNA-MARIE",60622321,Wild beauty /,16,11/2/2017,,,x,,,,,,x,,,,,,,,,,,,,x
"YA-MCLEMORE, ANNA-MARIE",70197710,Blanca & Roja /,1,10/26/2018,,,x,,x,,,,x,,,,,,,,,,,,,x
"YA-MCLEMORE, ANNA-MARIE",60613866,The weight of feathers /,8,11/5/2019,,,x,,x,,,,,,,,,,,,,,,,,x
"YA-MCLEMORE, ANNA-MARIE",70446752,Dark and deepest red /,5,1/31/2020,,,x,,,,,,x,,,,,,,,,,,,,x
"YA-MCMANUS, KAREN M.",58890435,One of us is lying /,45,5/30/2017,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-MCMANUS, KAREN M.",70203039,Two can keep a secret /,17,1/7/2019,,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-MCMANUS, KAREN M.",71704811,One of us is next /,2,8/5/2020,,,x,,x,,,,x,,,,,,,,x,,,,,
"YA-MCNEAL, LAURA",57617953,The incident on the bridge /,13,5/11/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCNEAL, TOM",54013255,Far far away /,34,7/3/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-MCNEIL, GRETCHEN",70017439,#MurderTrending /,17,9/7/2018,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MCQUEEN, DAVEN",71700298,The Invincible Summer of Juniper Jones,0,8/17/2020,x,,,,x,,,,,,,,,,,,,,,,,
"YA-MCSMITH, TOBLY",71714653,Stay gold /,3,5/23/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MEAD, RICHELLE",57721151,Soundless /,29,11/18/2015,,,,,,,,,,,,,,,,,,,,,,
"YA-MEADOWS, JODI #1",57994287,The orphan queen /,17,3/21/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEADOWS, JODI #1",65045221,Before she ignites /,16,9/21/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEDINA, MEG",54069836,Yaqui Delgado wants to kick your ass /,18,4/3/2013,,,x,,,,,,,,,,,,,,,,,,,x
"YA-MEDINA, MEG",70230081,Burn baby burn /,10,4/18/2018,,,x,,,,,,,,,,,,,,,,,,,x
"YA-MEJIA, TEHLOR KAY",70250865,We set the dark on fire /,12,2/28/2019,,,x,,,,x,,x,,,,,,,,,,,,,x
"YA-MEJIA, TEHLOR KAY",71704787,We unleash the merciless storm  /,0,3/31/2020,,,x,,,,x,,x,,,,,,,,,,,,,x
"YA-MEJIA, TEHLOR KAY",71738561,Miss Meteor,0,11/14/2020,,,x,,x,,,,x,,,,,,,,,,,,,x
"YA-MELE, DANA",70004981,People like us /,6,2/27/2018,x,,,,x,,,,x,,,,,,,,,,,,,
"YA-MENDEZ, MATT",70246384,Barely missing everything /,2,3/20/2019,,,x,,,,,,,,,,x,,,,,,,,,x
"YA-MÉNDEZ, YAMILE SAIED",71738504,Furia,0,11/14/2020,x,x,x,x,,,,x,,,,,,,,,,,,,,x
"YA-MENDOZA, PAOLA",70481577,Sanctuary,1,9/23/2020,,,x,,,,x,,,,,,,,,,,,,,,x
"YA-MENON, SANDHYA",58890286,When Dimple met Rishi /,31,5/30/2017,,x,,,,,,,,,,,,,,,,x,,x,,x
"YA-MENON, SANDHYA",70131925,"From Twinkle, with love /",14,5/29/2018,,x,,,x,,,,,,,,,,,,,x,,x,,x
"YA-MENON, SANDHYA",70231972,There's something about Sweetie /,14,5/22/2019,,x,,,,,,,,,,,,,,,,x,,x,,x
"YA-MENON, SANDHYA",71704753,Of curses and kisses /,2,3/31/2020,,x,,,,,,,,,,,,,,,,,,,,
"YA-MENON, SANDHYA",70438320,10 things I hate about Pinky /,2,8/17/2020,,x,,,,,,,x,,,,,,,,,x,,x,,x
"YA-MESROBIAN, CARRIE",56902570,Cut both ways /,13,9/22/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MESSENGER, SHANNON #1",65137663,Let the sky fall /,22,6/27/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MESSENGER, SHANNON #2",65137655,Let the storm break /,22,6/27/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MESSENGER, SHANNON #3",65137333,Let the wind rise /,22,6/27/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, CAROLYN",57983041,"Girl with a camera : Margaret Bourke-White, photographer /",8,5/2/2017,,,,,x,,,x,,,,,,,,,,,x,,,
"YA-MEYER, CAROLYN",60645975,"Girl with brush and canvas : Georgia O'Keeffe, American artist : a novel /",6,1/31/2019,,,,,x,,,x,,,,,,,,,,,,,,
"YA-MEYER, JOANNA RUTH",60649944,Echo north /,8,1/17/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, MARISSA",55961726,Fairest : Levana's story /,68,2/4/2015,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA",57670457,Stars above : a Lunar Chronicles collection /,53,2/29/2016,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA",57963332,Heartless /,50,11/15/2016,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA",60597879,Renegades /,31,12/13/2017,x,x,,,x,x,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #1",70212725,Cinder /,25,8/8/2018,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #2",57981979,Scarlet /,38,6/14/2017,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #2",70194238,Archenemies /,22,11/7/2018,x,x,,,x,x,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #3",54902663,Cress /,83,1/30/2014,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #3",70466883,Supernova /,8,11/5/2019,x,x,,,x,x,,x,x,,,,,,,,,,,,,
"YA-MEYER, MARISSA #4",70212782,Winter /,15,8/8/2018,x,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-MEYER, STEPHANIE",60602372,Midnight sun /,1,9/29/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, STEPHENIE",49526817,The short second life of Bree Tanner : an Eclipse novella /,54,6/28/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, STEPHENIE #2",65051377,New moon /,29,10/19/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, STEPHENIE #3",57896318,Eclipse /,13,9/24/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-MEYER, STEPHENIE #4 [KIT]",65052318,Breaking dawn /,19,11/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-MICHAELIS, ANTONIA",48329494,Tiger moon /,66,10/28/2008,,x,,,,,,,,,,,,,,,,,,,,
"YA-MILAN, MAURA #1",70197694,Ignite the stars /,7,10/26/2018,x,,,,x,,,,,,,,,,,,,,,,,
"YA-MILANES, JANELLE",70015482,"Analee, in real life /",2,9/18/2018,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MILLER, BARNABAS",57724171,The girl with the wrong name /,12,11/4/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MILLER, LAUREN",54832423,Free to fall /,19,5/16/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-MILLER, SAM J.",70288865,Destroy all monsters /,6,7/5/2019,,,,,x,,,,,,,,,,,,,,x,,,
"YA-MILLER, SAMUEL",70224696,A lite too bright /,7,5/29/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MILLS, EMMA",57931776,This adventure ends /,20,11/17/2016,x,,x,,x,,,,x,,,,,,,,,,,,,
"YA-MILLS, EMMA",70238290,Famous in a small town /,1,4/19/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MILLS, EMMA",70448865,Lucky caller /,2,1/15/2020,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MILLS, WENDY",57913535,All we have left /,19,8/15/2016,,x,,,x,,,,,,,,,,,,,x,,x,,
"YA-MILMAN, DEREK",71716013,Swipe right for murder /,1,5/6/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MIRANDA, MEGAN",56987001,Soulprint /,14,4/30/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MIRANDA, MEGAN",57666182,The safest lies /,29,6/2/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MITCHELL, SAUNDRA",70458591,All the things we do in the dark /,3,12/5/2019,,x,,,x,,,,,,,,,,,,,,,,,
"YA-MLYNOWSKI, SARAH",65020398,"I see London, I see France /",13,7/24/2017,,x,,,x,,,,,,,,,,,,,,x,,,
"YA-MLYNOWSKI, SARAH",71714992,Just a boy and a girl in a little canoe /,6,5/18/2020,,,,,x,,,,x,,,,,,,,,,x,,,
"YA-MOLDAVSKY, GOLDY",57670432,Kill the boy band /,21,2/29/2016,,x,x,,x,,,,,,x,,,,,,,,,,,x
"YA-MONNINGER, JOSEPH",56935745,Whippoorwill /,17,9/16/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MONTGOMERY, CANDICE",70201801,Home and away /,2,10/9/2018,x,,,,x,,,,,x,x,,,,,,,,,,,
"YA-MOON, SARAH",60622024,Sparrow /,10,11/2/2017,x,,,,,,,,x,,,,,,,x,,,,,,
"YA-MOORE, LISA",57673360,Flannery /,5,6/9/2016,x,,,,x,,,,,,,,x,,,,,,,,,
"YA-MORACHO, CRISTINA",55935381,Althea & Oliver /,22,11/10/2014,,,,,x,,,,,,,,,,,,x,,,,,
"YA-MORACHO, CRISTINA",58985474,A good idea /,18,3/22/2017,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MORGAN, KASS",57675795,The 100 /,43,2/5/2016,x,x,x,,x,,,x,x,,,,,,,,,,,,,
"YA-MORGAN, KASS #1",70201785,Light years /,7,10/10/2018,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-MORIARTY, JACLYN #1",54071303,A corner of white /,33,3/27/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-MORIARTY, JACLYN #2",54849278,The cracks in the kingdom /,17,3/24/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-MORIARTY, JACLYN #3",57627663,A tangle of gold /,9,4/20/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-MORRIS, BRITTNEY",70278031,Slay /,6,9/24/2019,x,,,,,,,,,,,,,,,,,,,,,
"YA-MOSES, JENNIFER ANNE",60609013,The art of dumpster diving /,1,3/31/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-MOSKOVITZ, HANNAH",70458625,Sick kids in love /,5,12/5/2019,,,,,x,,,,,,,,,,,,x,,x,,,
"YA-MOSKOWITZ, HANNAH",55907786,Not otherwise specified /,7,2/26/2015,x,,,,,,,,x,,,,,,,x,,,,,,
"YA-MOTAYNE, MAYA",70268248,Nocturna /,5,5/31/2019,,,x,,,,,,,,,,,,,,,,,,,x
"YA-MOULITE, MAIKA",70281878,"Dear Haiti, love Alaine /",7,9/10/2019,,,x,,,,,,,,,,,,,,,,,,,x
"YA-MOULTON, ERIN E.",56926140,Keepers of the labyrinth /,17,9/10/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MUNDA, ROSARIA",70470430,Fireborne /,6,10/17/2019,,,,,,,,,,,,,,,,,,,,,,
"YA-MURDOCH, EMILY",54051156,If you find me /,34,4/8/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-MURDOCK, CATHERINE GILBERT #1",57635203,Dairy queen /,14,5/27/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-MURPHY, EMILY BAIN",65020653,The disappearances /,12,7/24/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-MURPHY, EMILY BAIN",71700660,Splinters of scarlet /,4,8/14/2020,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-MURPHY, JULIE",54820246,Side effects may vary /,26,4/8/2014,,,,,x,,,,,,,,,,,,x,,,,,
"YA-MURPHY, JULIE",57968448,Ramona blue /,23,5/24/2017,x,,,,x,,,,x,,,,,,,,,,,,,
"YA-MURPHY, JULIE",71700637,Faith : taking flight,3,8/12/2020,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-MURPHY, JULIE #1",67226225,Dumplin' /,0,11/12/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-MURPHY, JULIE #2",70224688,Puddin' /,19,5/29/2018,,x,x,,x,,,,x,,,,,,,,,,,,,
YA-MY,57665614,My true love gave to me : twelve holiday stories /,10,2/23/2016,,x,x,,x,,,,x,,x,,,,,,,,x,,,
"YA-MYERS, WALTER DEAN",47445937,Sunrise over Fallujah /,62,3/12/2008,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",49610611,Lockdown /,34,1/29/2010,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",49568439,Scorpions /,30,2/17/2010,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",53044137,Game /,21,11/16/2012,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",55939516,On a clear day /,18,10/30/2014,x,x,x,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",56904493,Juba! /,1,10/21/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",57665630,Monster /,18,2/23/2016,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYERS, WALTER DEAN",57666836,Fallen angels /,16,2/23/2016,x,,,,,,,,,,,,,,,,,,,,,
"YA-MYRACLE, LAUREN",71719496,This boy /,0,4/18/2020,,,x,,x,,,,,,,,,,,,,,,,,
"YA-MYRACLE, LAUREN #1",57634958,Ttyl /,16,5/27/2016,,,x,,,,,,,,,,,,,,,,,,,
"YA-MYRACLE, LAUREN #2",57634636,Ttfn /,11,5/27/2016,,,x,,,,,,,,,,,,,,,,,,,
"YA-MYRACLE, LAUREN #3",57666844,"L8r, g8r /",11,2/23/2016,,,x,,,,,,,,,,,,,,,,,,,
"YA-MYRACLE, LAUREN #4",55977813,Yolo /,30,10/1/2014,,,x,,,,,,,,,,,,,,,,,,,
"YA-NAMEY, LAURA TAYLOR",70272950,The library of lost things: a novel /,4,10/15/2019,,,x,,x,,,,,,,,,,,x,,,,,,
"YA-NAPOLI, DONNA JO",56900889,Dark shimmer /,10,9/24/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-NAZEMIAN, ABDI",70442223,Like a love story /,3,2/12/2020,,x,,,x,,,,x,,,,,,,,,,,,,
"YA-NELSON, BLAKE",65005407,Boy /,19,6/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-NELSON, JANDY",57896599,The sky is everywhere /,11,9/24/2018,x,,,,x,,,,,,,,,,,,,,,,,
"YA-NELSON, JANDY",67124669,I'll give you the sun /,5,10/25/2019,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-NESS, PATRICK",52435211,A monster calls /,76,10/3/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-NESS, PATRICK",53956546,More than this /,59,9/10/2013,,,,,x,,,,x,,,,,,,,,,,,,x
"YA-NESS, PATRICK",56909013,The rest of us just live here /,34,10/15/2015,x,,,,x,,,,x,,,,,,,x,,,,,,x
"YA-NESS, PATRICK",65048761,Release /,6,9/28/2017,,x,,,x,,,,x,,,,,,,,,,,,,x
"YA-NESS, PATRICK",70197686,And the ocean was our sky /,4,10/26/2018,,,,,x,,,,,,,,,,,,,,,,,x
"YA-NESS, PATRICK",70439179,Burn /,6,7/2/2020,x,x,,,x,,,,x,,,,,,,,,,,,,
"YA-NESS, PATRICK #3",57615932,Monsters of men /,18,5/17/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-NEUMEIER, RACHEL",57658155,The keeper of the mist /,18,3/11/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-NGAN, NATASHA",67130476,Girls of paper and fire /,9,12/6/2019,,x,,,,,,,x,,,,,,,,,,,,,x
"YA-NGAN, NATASHA",71704688,Girls of storm and shadow /,4,3/31/2020,,x,,,,,,,x,,,,,,,,,,,,,x
"YA-NIELSEN, JENNIFER A.",65967051,Rise of the wolf /,4,8/14/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIELSEN, JENNIFER A.",67216069,Mark of the thief /,1,10/2/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIELSEN, SUSIN",56984081,We are all made of molecules /,49,5/7/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-NIELSEN, SUSIN",57998486,Optimists die first /,10,2/27/2017,,,,,x,,,,,,,,,x,,,,,,,,
"YA-NIJKAMP, MARIEKE",65954810,This is where it ends /,8,3/6/2019,,x,x,,x,,,,x,,,,,,,,,,,x,,
"YA-NIVEN, JENNIFER",55917710,All the bright places /,60,1/14/2015,,,,,x,,,,,,,,,,,x,,,,,,
"YA-NIVEN, JENNIFER",57943995,Holding up the universe /,33,10/11/2016,x,,,,x,,,,,,,,,,x,,x,,,,,
"YA-NIX, GARTH",50420595,The ragwitch /,30,7/28/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",53166138,A confusion of princes /,39,5/18/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",55975288,Clariel : the lost Abhorsen /,44,10/15/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",56975394,To hold the bridge /,29,6/15/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",56904519,Newt's emerald /,20,10/21/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",57623704,Shade's children /,8,5/9/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",70273636,Angel mage /,6,10/4/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH",70472915,The left-handed booksellers of London /,1,10/26/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-NIX, GARTH #1",47503859,Sabriel /,94,1/2/2008,,x,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH #2",57665341,"Lirael, daughter of the Clayr /",16,2/23/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH #3",57665283,Abhorsen /,19,2/23/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-NIX, GARTH #5",57944100,Goldenhand /,30,10/11/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-NOEL, ALYSON",57600512,Unrivaled /,10,7/1/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-NOONE, GABBY",70448550,Layoverland : a novel /,2,1/28/2020,x,,x,,x,,,,,,,,,,,,,,,,,
"YA-NORRISS, ANDREW",70247903,Mike /,6,3/13/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-NORTHROP, MICHAEL",60589488,Trapped /,5,8/8/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-NWAUBANI, ADAOBI",70197603,Buried beneath the baobab tree /,6,10/26/2018,x,,,,,,,,,,,,,,,,,,,,,x
"YA-NWOSU, POPPY",70479050,Making Friends with Alice Dyson,0,9/23/2020,x,,,,x,,,,,,,,,,,,,,,,,
"YA-O'CONNELL, MARY",65020646,Dear reader /,12,7/24/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-O'DOHERTY, CAROLYN #1",70143318,Rewind /,8,4/6/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-O'SULLIVAN, JOANNE",57983405,Between two skies /,14,5/2/2017,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-OAKES, STEPHANIE",56975386,The sacred lies of Minnow Bly /,15,6/15/2015,x,,,,x,,,,,,,,,,,,,,,,,
"YA-OCKLER, SARAH",54007786,The book of broken hearts /,23,8/20/2013,,,x,,,,,,,,,,,,,,,,,,,
"YA-OELKE, LIANNE",70132410,"Nice try, Jane Sinner /",4,1/30/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-OKORAFOR-MBACHU, NNEDI",47441399,The shadow speaker /,51,3/11/2008,x,,,,,,,,,,,,,,,,,,,x,,x
"YA-OLDER, DANIEL JOSE #1",56950785,Shadowshaper /,25,7/2/2015,x,,x,,,,,,,,,,,,,,,,,,,x
"YA-OLDER, DANIEL JOSE #2",60624301,Shadowhouse fall /,2,9/26/2017,x,,x,,,,,,,,,,,,,,,,,,,x
"YA-OLIVER, LAUREN",54866421,Panic /,40,3/12/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-OLIVER, LAUREN",57003949,Delirium /,45,4/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-OLIVER, LAUREN",57616526,Before I fall /,42,5/16/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-OLIVER, LAUREN",57964520,Replica. Replica.,16,11/18/2016,x,,x,,x,,,,x,,,,,,,,,,,,,
"YA-OLIVER, LAUREN",70201827,Broken things /,13,10/10/2018,,,,,x,,,,x,,,,,,,,,,,,,
"YA-OLIVER, LAUREN #2",53971180,Pandemonium /,45,9/26/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-OLIVER, LAUREN #2",60622347,Ringer : Gemma ; Ringer : Lyra /,10,10/18/2017,x,,x,,x,,,,,,,,,,,,,,,,,
"YA-OLIVER, LAUREN #3",54071717,Requiem /,43,3/25/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-OMOLOLU, CYNTHIA JAYNES",55910848,The third twin /,15,2/24/2015,,,x,,,,,,,,,,,,,,,,,,,
"YA-ONYEBUCHI, TOCHI",70470414,War girls /,3,10/17/2019,x,,,,,,,,,,,,,,,,,,,,,x
"YA-ONYEBUCHI, TOCHI #1",70140868,Beasts made of night /,13,11/29/2017,x,,,,,,,,,,,,,,,,,,,,,x
"YA-ONYEBUCHI, TOCHI #2",70251830,Crown of thunder /,1,2/21/2019,x,,,,,,,,,,,,,,,,,,,,,x
"YA-OPPEL, KENNETH",50813872,Airborn /,52,5/9/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-OPPEL, KENNETH",57741233,The nest /,30,10/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-OPPEL, KENNETH",57665622,Skybreaker /,14,2/23/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-OPPEL, KENNETH",57944878,Every hidden thing /,30,10/11/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-OPPEL, KENNETH #3",58887803,Starclimber /,6,6/1/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-ORLANDO, KRISTEN",58001694,You don't know my name /,4,2/9/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-ORMSBEE, KATIE",65020679,Tash hearts Tolstoy /,7,7/24/2017,,,,,x,,,,x,,,,,,,,,,,,,
"YA-ORTIZ, AMPARO",70472279,Blazewrath games /,1,10/26/2020,,,x,,x,,,,x,,,,,,,,,,,,,x
"YA-ORWELL, GEORGE",52404852,Animal farm : a fairy story /,37,11/16/2011,,,,,,,,,,,,,,,,,,,,,,
